client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND91267,Keith GoPKRalez,Female,17,Young (18-29),Private Banking,High,353467.78,Jade,Cost Accountant,Asian,23-12-2012,2012,Low,-359462.97,2,3036.95,909814.53,320802.15,Benjamin Kim,763016.58,3,Moderate Risk,228098.55,217980.95,26363.42,4487.81,3
IND91317,Marilyn Campbell,Male,51,Adult (30-59),Retail Banking,Medium,217507.21,Jade,Media Manager III,Asian,27-02-1995,1995,High,465948.07,1,1928.09,827684.74,1002810.16,Victor Ramos,652250.63,4,High Risk,239480.62,990871.95,56953.29,53270.12,0
IND91319,Bonnie Brown,Female,82,Senior (60 +),Retail Banking,Medium,116319.11,Jade,Dental Hygienist,Asian,07-06-2009,2009,Mid,63081.99,1,2026.15,197453.59,150388.35,Shawn Wallace,408511.29,1,Very Low Risk,96334.48,133201.11,11288.13,15838.9,1
IND91327,Donald Howell,Female,69,Senior (60 +),Retail Banking,High,302773.11,Gold,Environmental Tech,European,02-07-2016,2016,Low,1284289.65,2,8754.42,501607.7,1209300.2,Bruce Butler,1245921.22,3,Moderate Risk,552041.13,414869.41,85821.98,33310.44,1
IND91334,Sean Myers,Female,49,Adult (30-59),Retail Banking,Low,29125.26,Jade,Pharmacist,European,03-10-2013,2013,Low,-361154.61,2,4248.3,723573.68,285173.39,Dennis Ruiz,406859.75,1,Very Low Risk,53376.59,151436.9,24406.01,28117.39,2
IND91337,Paul Wagner,Male,27,Young (18-29),Retail Banking,High,341432.42,Jade,Account Representative I,Australian,26-01-2021,2021,Mid,3247892.75,1,713.83,982369.64,2822698.59,Keith Griffin,2246229.12,5,Very High Risk,1332313.73,1042227.17,88463.05,75963.9,1
IND91353,Mark Garza,Male,31,Adult (30-59),Private Banking,High,337249.36,Platinum,Human Resources Assistant I,American,21-06-2007,2007,High,623981.31,1,2617.08,484229.73,678377.59,Victor Martinez,1545597.19,4,High Risk,413153.83,196948.33,52707.38,19296.7,1
IND91417,Eric Evans,Male,40,Adult (30-59),Retail Banking,Low,30624.69,Platinum,Staff Accountant IV,European,27-06-2020,2020,High,732594.38,2,386.95,458933,797102.08,Carl Nguyen,189408.83,1,Very Low Risk,384180.75,235762.59,33665.72,10631.5,2
IND91436,Antonio Ferguson,Female,45,Adult (30-59),Commercial Banking,Low,64691.11,Jade,Software Consultant,Asian,25-09-1996,1996,High,152668.99,2,10337.55,2051947.85,1559547.36,Frank Brown,1905328.24,3,Moderate Risk,633733.95,495750.15,31468.46,21673.08,2
IND91448,Roger Hernandez,Female,51,Adult (30-59),Private Banking,Low,20674.14,Jade,Software Engineer III,Asian,02-07-1995,1995,High,205558.97,3,2668.36,770743.92,665784.05,George Lewis,316932.98,1,Very Low Risk,290972.29,246586.69,20937.56,22214.91,0
IND91449,Jeremy Alexander,Female,32,Adult (30-59),Commercial Banking,Low,57241.14,Gold,Human Resources Assistant I,European,12-07-2012,2012,High,365385.17,1,2953.65,196928.9,383668.25,Paul Holmes,171255,1,Very Low Risk,162982.27,168814.03,28674.1,18617.2,0
IND91458,Timothy Moore,Female,48,Adult (30-59),Institutional Banking,Low,74221.73,Silver,Community Outreach Specialist,Asian,10-03-2018,2018,High,212397.28,1,2226.8,207679.1,191303.26,Joe Price,512655.02,2,Low Risk,208032.92,198805.35,8075.93,22967,0
IND91469,Teresa Ryan,Male,33,Adult (30-59),Retail Banking,Low,49991.15,Silver,Computer Systems Analyst II,Asian,03-10-2003,2003,High,738129.49,1,107.72,243590.88,829387.33,Stephen Payne,504766.68,1,Very Low Risk,150565.7,581280.01,15509.64,1875.06,2
IND91488,Anthony King,Male,73,Senior (60 +),Private Banking,High,487056.88,Jade,Engineer I,American,02-12-2021,2021,High,-84973.98,1,11003.2,401548.91,154460.7,Anthony Torres,1420511.03,5,Very High Risk,107043.72,31872.84,21230.67,66073.71,2
IND91520,Clarence Rivera,Female,18,Young (18-29),Retail Banking,Low,90295.86,Jade,Geologist IV,Australian,18-03-2003,2003,Low,-305313.86,1,3516.6,655556.87,230628.4,Victor Martinez,583640.73,1,Very Low Risk,102766.73,74188.16,5003.86,20364.48,3
IND91538,Shawn Hill,Female,35,Adult (30-59),Private Banking,High,473184.82,Jade,Budget/Accounting Analyst I,European,14-03-2004,2004,High,-1346097.43,2,2894.9,1595011.28,165852.29,Victor Ramos,412057.18,4,High Risk,62270,98003.63,6270.5,23686.46,2
IND91553,Theresa Woods,Male,54,Adult (30-59),Retail Banking,Medium,220066.39,Gold,Internal Auditor,Asian,30-03-2009,2009,Mid,-434230.6,1,5578.1,734254.66,194915.48,Dennis Morris,1280407.15,2,Low Risk,99759.15,150296.27,3964.8,10927.53,0
IND91662,Alice Chavez,Female,29,Young (18-29),Retail Banking,Medium,198553.59,Silver,Assistant Professor,European,21-02-2019,2019,High,1316391.75,1,5581.31,414518.57,1144704.01,Jerry Green,1522411.23,4,High Risk,570935.88,696263.26,40208.75,20851.74,3
IND91691,Eric Thompson,Male,50,Adult (30-59),Commercial Banking,High,312862.55,Platinum,Account Coordinator,Asian,19-03-2003,2003,High,223692.83,3,601.28,1650803.86,1344990.1,Jeremy Vasquez,969603.15,3,Moderate Risk,525303.88,502003.35,5800.83,4803.99,0
IND91720,Harry Gibson,Female,49,Adult (30-59),Commercial Banking,High,513292.88,Gold,Software Engineer IV,European,02-08-2002,2002,High,3328123.93,2,5605.08,1370587.81,3784994.65,Patrick Graham,1001806.58,5,Very High Risk,848030.45,1676896.36,73386.45,71291.72,0
IND91806,Joe Lawrence,Female,42,Adult (30-59),Private Banking,Low,39039.16,Gold,Engineer IV,American,04-04-2021,2021,Mid,75416.74,1,1286.88,429795.64,217684.78,Steve Diaz,83301.84,2,Low Risk,253034.18,110466.9,13282.16,35780.3,2
IND91822,Joshua Allen,Female,58,Adult (30-59),Private Banking,Medium,184460.64,Platinum,Technical Writer,European,11-08-2018,2018,High,-1066305.59,2,3397.78,1177332.92,77019.89,Ernest Rivera,1890384.33,2,Low Risk,31433.38,31271.23,47875.74,5971.84,2
IND91832,Ernest Wood,Female,67,Senior (60 +),Private Banking,Medium,212637,Jade,Programmer Analyst IV,European,22-04-2006,2006,Mid,1559572.74,1,7325.29,972318.74,1748132.83,Keith Griffin,1887293.47,2,Low Risk,753084.52,749199.78,75058.44,37999.42,0
IND91852,Amanda Mitchell,Male,48,Adult (30-59),Private Banking,High,427268.01,Jade,Software Engineer III,European,18-07-1996,1996,Low,388678.89,1,7808.32,1257605.59,1122750.57,Dennis Ruiz,1572554.99,5,Very High Risk,504017.38,793247.69,17792.02,27324.85,0
IND91861,Frank Adams,Female,79,Senior (60 +),Private Banking,Low,70220.07,Jade,Accountant IV,Asian,22-01-2009,2009,Low,545625.63,3,3029.08,662458.18,667288.87,Phillip Peters,1113544.32,2,Low Risk,499155.9,172780.15,42742.38,44668.12,1
IND91899,Steve Ross,Male,54,Adult (30-59),Commercial Banking,Low,59875.58,Jade,Geologist III,American,21-08-2001,2001,High,509938.9,2,2352.17,280231.77,487406.17,Victor Martinez,605368.76,1,Very Low Risk,278721.35,138723.3,36995.32,26395.32,3
IND91902,Margaret Dixon,Female,85,Senior (60 +),Commercial Banking,Medium,106275.03,Silver,Office Assistant I,Australian,01-01-2013,2013,Mid,180640.02,2,4931.53,1322088,1012792.3,George Lewis,1059456.99,2,Low Risk,466378.5,428172.35,7746.17,28488.75,3
IND91954,Adam Chapman,Female,42,Adult (30-59),Institutional Banking,Medium,115916.64,Gold,Web Designer II,Asian,06-08-2015,2015,High,458415.32,2,3469.94,209574.56,375760.72,Shawn Long,494876.64,1,Very Low Risk,276331.9,189991.38,6797.9,19367.2,3
IND91994,Rose Johnson,Female,80,Senior (60 +),Institutional Banking,Low,52296.26,Jade,Systems Administrator III,European,19-04-2012,2012,High,-233012.74,2,1772.69,631681,172082.84,Bobby Burton,92358.32,2,Low Risk,182025.41,86041.42,31993.39,46332.7,0
IND92008,Thomas Burns,Female,63,Senior (60 +),Private Banking,High,439025.4,Gold,Biostatistician III,European,27-11-2015,2015,Mid,2097115.3,1,6432.64,1677910.01,2905686.93,Steve Diaz,3062598.12,4,High Risk,820908.82,1400582.91,81009.76,54862.2,1
IND92018,Todd Howell,Female,70,Senior (60 +),Private Banking,Low,71368.28,Silver,Marketing Assistant,European,01-04-2015,2015,Mid,1776336.57,2,1228.06,776907.32,1563534.99,Jonathan Hawkins,357389.07,3,Moderate Risk,978422.46,525671.25,23434.56,12514.5,3
IND92033,Phillip Collins,Female,58,Adult (30-59),Commercial Banking,Medium,141166.41,Gold,Statistician II,European,09-04-2004,2004,Mid,678269.43,2,733.15,463993.93,641428.5,Victor Ramos,579505.63,2,Low Risk,485736.31,174935.05,19931.45,15831.7,2
IND92034,Samuel White,Male,61,Senior (60 +),Commercial Banking,Medium,186049.5,Jade,Operator,Asian,20-05-2012,2012,High,1381615.64,2,1723.03,564259.61,1298187.45,Patrick Graham,1376262.58,2,Low Risk,617937.23,442345.35,46491.41,31473.6,2
IND92044,Brian Flores,Male,46,Adult (30-59),Institutional Banking,Medium,291586.71,Silver,GIS Technical Architect,Asian,28-03-2014,2014,Mid,-74726.97,2,5140.43,1121859.89,635576.56,Paul Holmes,694409.34,5,Very High Risk,404551.87,399082.96,3016.85,12144.92,1
IND92064,Jean Crawford,Male,29,Young (18-29),Retail Banking,Medium,169727.32,Silver,Web Developer I,Asian,30-10-2021,2021,Mid,242542.05,2,2239.1,398582.88,267088.44,Anthony Berry,1048504.72,2,Low Risk,322509.29,121760.9,45080.06,53766.3,2
IND92115,Russell Cox,Female,40,Adult (30-59),Private Banking,Medium,140387.6,Silver,Accounting Assistant IV,Asian,03-02-2010,2010,High,2626936.37,1,332.28,1267435.2,2796610.66,Victor Martinez,2487114.74,2,Low Risk,1042762.89,988135.77,32027.75,55330.3,2
IND92174,Carolyn Reid,Male,57,Adult (30-59),Private Banking,High,354870.29,Gold,Accounting Assistant I,Asian,25-05-2021,2021,Mid,-3093.06,1,5838.33,861398.58,495556.41,Roger Alexander,352937.26,3,Moderate Risk,349713,282351.91,34401.87,18874.44,2
IND92195,Ruth Flores,Male,64,Senior (60 +),Private Banking,High,470606.05,Gold,Budget/Accounting Analyst II,European,03-06-2007,2007,Low,-1144258.83,1,10768.45,1555674.67,286537.87,Shawn Cook,878227.76,5,Very High Risk,120345.9,139657.11,18566.71,15300.52,1
IND92210,Frank James,Male,38,Adult (30-59),Private Banking,Medium,153042.86,Gold,Software Engineer IV,Asian,21-04-2020,2020,High,84862.39,1,3839.02,1043974.9,768909.47,Nicholas Simmons,287682.6,2,Low Risk,352445.32,273390.03,4800.95,11321.52,2
IND92223,Samuel Harvey,Male,59,Adult (30-59),Commercial Banking,Low,59987.49,Gold,Office Assistant III,American,20-12-2014,2014,Mid,-288626.91,1,920.08,897469.78,354030.9,George Lewis,1437562.08,2,Low Risk,242444.37,130256.65,17771.2,13287.68,2
IND92239,Dennis Long,Male,85,Senior (60 +),Retail Banking,Low,90061.21,Silver,Speech Pathologist,African,08-01-1999,1999,Low,557690.82,1,1568.54,127661.63,433119.98,Ernest Rivera,354743.59,1,Very Low Risk,230904.93,152458.23,10078.95,22896.08,1
IND92250,Steve Peters,Male,60,Senior (60 +),Private Banking,Low,35192.71,Jade,Staff Accountant IV,American,08-10-2006,2006,High,1041453.03,3,3474.81,265143.35,862058.45,Benjamin Kim,406651.8,1,Very Low Risk,434013.28,298404.85,22859.4,13999.46,2
IND92265,George Nguyen,Female,84,Senior (60 +),Retail Banking,Low,83441.32,Jade,Information Systems Manager,Asian,21-04-2001,2001,Mid,11151.71,1,862.35,322636.11,198962.55,Benjamin Kim,432785.25,1,Very Low Risk,133514.34,37398.97,1917.33,2173.28,1
IND92276,Ralph Jacobs,Female,32,Adult (30-59),Private Banking,High,321374.91,Silver,Business Systems Development Analyst,European,21-01-2004,2004,High,359559.88,1,3046.41,386988.31,410883.32,Ernest Rivera,574104.42,3,Moderate Risk,303742.38,367304.78,7836.58,34968.9,1
IND92294,Randy Spencer,Male,74,Senior (60 +),Private Banking,High,331759.84,Jade,Budget/Accounting Analyst III,American,24-08-2010,2010,Low,-216708.57,1,2218.1,1000954.99,475504.33,Dennis Ruiz,835541.25,3,Moderate Risk,279596.55,324461.78,51420.14,31363.64,3
IND92305,Arthur Vasquez,Female,60,Senior (60 +),Retail Banking,Low,27469.92,Platinum,Human Resources Manager,African,21-04-2018,2018,High,200148.67,1,2995.14,472794.65,535094.2,Anthony Torres,123411.3,1,Very Low Risk,124934.34,233680.38,30842.04,15909.92,3
IND92418,Patrick Stephens,Female,85,Senior (60 +),Institutional Banking,High,310932.99,Gold,Budget/Accounting Analyst IV,Asian,01-06-2007,2007,Mid,1229494.96,1,3439.77,179299.11,635861.07,Patrick Graham,940255.75,3,Moderate Risk,767802.25,289877.84,5633.75,8570.52,0
IND92423,Larry Kelley,Male,24,Young (18-29),Private Banking,Low,46666.15,Jade,Research Assistant I,European,31-05-2011,2011,High,662760.11,1,4987.8,892919.79,1138431.29,Adam Hernandez,185979.56,2,Low Risk,403537.56,468290.88,15969.1,18698.85,1
IND92467,Philip Hanson,Female,32,Adult (30-59),Private Banking,Low,89269.83,Silver,Speech Pathologist,Asian,30-01-2017,2017,Mid,338057.46,3,329.22,32037.08,199933.91,Jonathan Hawkins,154043.36,1,Very Low Risk,152113.65,199933.91,1727.52,18376.2,3
IND92500,Daniel Gomez,Female,56,Adult (30-59),Private Banking,Medium,168060.94,Gold,Automation Specialist IV,Australian,29-06-2014,2014,Mid,3131695.33,1,11596.13,1813386.6,3363785.33,Shawn Long,3269918.55,4,High Risk,1574475.78,919434.66,56295.08,18416.95,1
IND92525,Christina Evans,Male,32,Adult (30-59),Private Banking,Low,62681.88,Silver,Administrative Assistant I,Australian,06-05-2005,2005,Mid,-98277.84,1,2323.06,453629.39,235700.92,Joe Price,354073.42,1,Very Low Risk,102929.94,129743.63,16167.7,19043.75,2
IND92553,Daniel Thompson,Male,53,Adult (30-59),Commercial Banking,High,345212.92,Jade,Junior Executive,Asian,16-07-2004,2004,Mid,2285041.57,1,11693.58,1787302.32,2695701.4,Victor Martinez,2459833.67,3,Moderate Risk,1368697.46,646968.34,37933.04,19638.61,1
IND92575,Bobby Warren,Female,85,Senior (60 +),Retail Banking,Medium,151936.07,Silver,Software Test Engineer I,Asian,17-03-2011,2011,High,369473.18,2,91.72,563576.57,584228.51,Bruce Porter,1044870.91,2,Low Risk,333930.3,179408.75,28985.08,14982.66,0
IND92582,Lori Oliver,Male,53,Adult (30-59),Retail Banking,Medium,143055.44,Platinum,Database Administrator IV,American,02-09-2020,2020,High,348611.35,1,1566.87,95186.81,175782.18,Anthony Berry,334058.29,3,Moderate Risk,215821.45,97656.77,27629.36,53761.4,3
IND92647,Samuel Cunningham,Male,17,Young (18-29),Private Banking,Medium,112505.67,Jade,Software Test Engineer I,European,31-08-2004,2004,High,1532625.73,2,711.99,223278.61,1109608.79,Chris Armstrong,86444.33,1,Very Low Risk,635764.74,287676.35,29880.74,11242.8,3
IND92735,Todd Sims,Male,55,Adult (30-59),Private Banking,Low,92114.96,Gold,Research Assistant II,African,17-07-1999,1999,High,143705.02,1,3427.57,217895.79,294751.53,Ernest Rivera,322892.03,1,Very Low Risk,51403.65,210899.8,19585.44,18873.2,2
IND92786,Gregory Brown,Female,68,Senior (60 +),Private Banking,Low,53434.55,Silver,Engineer I,European,14-11-2013,2013,Low,771869.08,1,1722.55,87086.66,501310.56,Joshua Ryan,380863.73,1,Very Low Risk,336945.68,181028.81,11446.97,22422.05,1
IND92840,Tina Medina,Female,83,Senior (60 +),Institutional Banking,Medium,268022.95,Jade,Operator,European,07-08-2002,2002,Low,-27110.28,1,4157.62,1500235.15,880756.76,Roy Rice,1846404.19,3,Moderate Risk,550252.79,271566.67,52885.73,46272.94,3
IND92942,Evelyn Murray,Male,44,Adult (30-59),Retail Banking,Medium,145534.93,Jade,Dental Hygienist,European,11-06-2018,2018,High,2112580.01,2,3260.57,1153058.2,2031820.31,Jerry Green,570962.89,3,Moderate Risk,1218924.27,654884.23,683.47,18154.2,2
IND92968,Jeffrey Hunt,Male,50,Adult (30-59),Retail Banking,Medium,204807.93,Jade,Registered Nurse,European,24-08-2002,2002,High,19938.78,1,476.23,193234.53,99197.93,Stephen Payne,73909.49,2,Low Risk,99406.76,90496.35,237.54,15044.85,0
IND93006,Marilyn Mendoza,Female,79,Senior (60 +),Commercial Banking,Medium,219948.15,Gold,Senior Cost Accountant,Asian,11-10-2020,2020,High,202660.56,1,4198.32,217839.18,223869.04,Steve Diaz,644919.11,4,High Risk,168088.34,125260.06,7758.07,32740.68,0
IND93026,Roger Jacobs,Female,61,Senior (60 +),Commercial Banking,Medium,211664.11,Jade,VP Quality Control,European,25-02-2018,2018,Mid,598581.21,1,3550.67,123814.21,404394.21,Donald Reynolds,974467.57,3,Moderate Risk,310470.4,391349.24,7217.25,11081.48,1
IND93058,Judith Burke,Male,60,Senior (60 +),Retail Banking,Low,51971.25,Platinum,Automation Specialist III,European,29-08-2000,2000,High,855972.43,2,774.4,61186.4,623735.06,Jason Duncan,314790.08,2,Low Risk,269907.17,481977.09,7678.88,24291,0
IND93058,Kenneth Ramos,Male,55,Adult (30-59),Commercial Banking,Low,43011.56,Silver,Administrative Assistant IV,African,03-03-2011,2011,High,-114329.29,2,848.54,165875.8,12790.94,Benjamin Kim,254816.77,1,Very Low Risk,19682.61,5513.34,10782.78,19921.5,2
IND93078,Theresa Burke,Female,44,Adult (30-59),Private Banking,Medium,111496.5,Jade,Administrative Assistant I,American,21-01-2010,2010,Low,277093.43,1,1799.03,274664.43,329165.38,Dennis Morris,160689.25,2,Low Risk,217090.51,214155.79,34670.35,7301,3
IND93115,Adam Robertson,Female,70,Senior (60 +),Retail Banking,Medium,206026.56,Gold,Software Test Engineer II,European,15-12-2003,2003,Low,169793.32,2,2470.82,818737.34,630729.9,Paul Larson,256471.12,2,Low Risk,357177.38,411037.46,23541.92,3094.2,3
IND93121,Aaron Marshall,Female,26,Young (18-29),Commercial Banking,High,308182.93,Jade,Media Manager IV,American,14-01-2013,2013,Mid,-351875.04,1,4458.61,649331.84,103871.63,Ernest Rivera,176113.98,5,Very High Risk,133711.12,77431.58,12045.07,64332.66,0
IND93171,Jesse Wright,Male,79,Senior (60 +),Retail Banking,Medium,127005.21,Jade,Statistician II,Asian,24-11-2018,2018,Low,-30707.63,2,85.58,338482.85,229651.61,Dennis Ruiz,193570.57,2,Low Risk,67033.44,254478.81,4522.81,11175.75,2
IND93181,Ralph Foster,Female,31,Adult (30-59),Private Banking,Low,56674.7,Silver,Web Designer II,American,06-12-2020,2020,Low,-49398.59,1,4244.49,747480.79,572524.49,Anthony Torres,531331.32,1,Very Low Risk,100191.78,314093.29,45342.46,29610.42,1
IND93185,Robin Brown,Female,38,Adult (30-59),Private Banking,Low,62546.72,Jade,Research Assistant I,European,29-05-2013,2013,Low,823.72,1,2793.88,329800.06,244297.86,Anthony Torres,295167.65,1,Very Low Risk,61208.7,217451.94,11470.46,27911.1,0
IND93187,Joshua Green,Male,32,Adult (30-59),Private Banking,Medium,103645.13,Silver,Financial Analyst,Asian,03-11-2020,2020,Mid,232126.4,3,315.52,75436.92,195183.26,Victor Ramos,166460.95,1,Very Low Risk,99887.9,203794.28,13910.95,12807.68,0
IND93216,Anthony Green,Male,47,Adult (30-59),Private Banking,Low,61398.26,Jade,Software Consultant,Asian,11-02-2012,2012,High,46712.66,1,550.75,360003.87,277273.4,Dennis Ruiz,118884.97,1,Very Low Risk,109324.94,305000.74,2850.73,20668.94,2
IND93267,Clarence Chavez,Male,52,Adult (30-59),Private Banking,Medium,191630.74,Jade,Engineer III,American,20-09-2013,2013,Low,153374.34,2,5646.48,1397029.05,1049952.8,Shawn Long,703070.79,4,High Risk,475060.61,464733.21,2821.02,31036.46,0
IND93272,Elizabeth Diaz,Male,21,Young (18-29),Commercial Banking,Low,75789.87,Gold,Teacher,European,05-12-2002,2002,High,-135954.77,2,1435.8,246724.5,60243.15,Nicholas Cunningham,204233.7,1,Very Low Risk,31808.38,93979.31,5832.15,20154,1
IND93310,Cheryl Stewart,Male,21,Young (18-29),Retail Banking,Medium,122579.41,Gold,Accounting Assistant II,European,23-05-2021,2021,High,878853.69,1,4959.36,963017.56,1115098.09,Victor Martinez,861771.26,2,Low Risk,721419.98,368467.2,11782.22,10312.54,1
IND93338,Billy Fields,Male,63,Senior (60 +),Institutional Banking,Low,91056.08,Silver,Software Test Engineer II,European,14-06-2002,2002,Mid,4834.55,1,4114.97,872782.2,499696.3,Carl Nguyen,1192080.75,2,Low Risk,367776.48,359781.34,2899.43,14258.94,3
IND93355,Henry Wood,Female,61,Senior (60 +),Retail Banking,Medium,282658.49,Jade,Health Coach III,European,07-08-2003,2003,Mid,801134.86,1,10127.28,436116.47,989380.39,Joshua Bennett,588222.31,2,Low Risk,227346.98,512232.4,57308.34,30651.24,1
IND93358,Sara Mason,Female,28,Young (18-29),Retail Banking,Medium,138288.55,Gold,Mechanical Systems Engineer,European,16-04-2003,2003,High,-80970.53,1,984.3,148978.36,28887.89,Chris Armstrong,591285.23,2,Low Risk,17332.73,39052.15,8766.71,22771.51,0
IND93375,Harry Medina,Male,83,Senior (60 +),Private Banking,High,300114.29,Silver,Financial Advisor,American,23-12-1996,1996,Low,-429800.08,1,6228.36,1571582.47,821290.21,Jonathan Hawkins,2806283.33,3,Moderate Risk,305644.71,265100.01,35217.92,21075.83,2
IND93386,Richard Olson,Male,65,Senior (60 +),Retail Banking,Medium,133980.14,Gold,Senior Developer,Asian,06-10-2001,2001,High,187729.96,1,3539.4,71586.24,166042.89,Benjamin Kim,540310.06,2,Low Risk,77868.39,125963.57,2258.01,18944.32,3
